lr-AdamW/pg1,lr-AdamW/pg2,step,train_reg_loss_traj_propose_step,train_reg_loss_traj_refine_step,train_loss_step,epoch,val_reg_loss_traj_propose,val_reg_loss_traj_refine,val_loss,val_minJointADE,val_minJointFDE,train_reg_loss_traj_propose_epoch,train_reg_loss_traj_refine_epoch,train_loss_epoch
,,1999,12.030019760131836,5.886420726776123,17.916440963745117,0,,,,,,,,
,,2049,1.1716974973678589,0.8162698149681091,1.9879672527313232,0,,,,,,,,
,,2099,2.0392754077911377,1.2077072858810425,3.2469825744628906,0,,,,,,,,
,,2149,3.3042540550231934,1.8918476104736328,5.196101665496826,0,,,,,,,,
,,2199,0.8615685105323792,0.5214571952819824,1.3830256462097168,0,,,,,,,,
,,2249,0.6931528449058533,0.37237802147865295,1.0655308961868286,0,,,,,,,,
,,2299,1.1839739084243774,0.6835517287254333,1.867525577545166,0,,,,,,,,
,,2349,0.8139117956161499,0.6704281568527222,1.484339952468872,0,,,,,,,,
,,2399,0.9083628058433533,0.5240188241004944,1.4323816299438477,0,,,,,,,,
,,2449,0.6197035908699036,0.5540947914123535,1.1737983226776123,0,,,,,,,,
,,2499,0.6790673136711121,0.4850362241268158,1.1641035079956055,0,,,,,,,,
,,2549,0.3076915740966797,0.35127243399620056,0.6589640378952026,0,,,,,,,,
,,2599,0.928899347782135,0.80027174949646,1.7291710376739502,0,,,,,,,,
,,2649,0.5787368416786194,0.5032963156700134,1.0820331573486328,0,,,,,,,,
,,2699,0.11774811893701553,0.11989611387252808,0.237644225358963,0,,,,,,,,
,,2749,1.1899161338806152,1.028327465057373,2.2182435989379883,0,,,,,,,,
,,2799,0.2092745155096054,0.16971416771411896,0.37898868322372437,0,,,,,,,,
,,2849,0.15541619062423706,0.16874562203884125,0.3241618275642395,0,,,,,,,,
,,2899,1.1206327676773071,1.2010760307312012,2.3217086791992188,0,,,,,,,,
,,2949,0.5029476284980774,0.5176042914390564,1.0205519199371338,0,,,,,,,,
,,2999,0.6768631339073181,0.6145670413970947,1.2914302349090576,0,,,,,,,,
,,3049,0.5802571773529053,0.5915038585662842,1.1717610359191895,0,,,,,,,,
,,3099,0.6339510083198547,0.5266520380973816,1.1606030464172363,0,,,,,,,,
,,3149,0.6775892972946167,0.6835697293281555,1.361159086227417,0,,,,,,,,
,,3199,0.6003031730651855,0.4299168884754181,1.0302200317382812,0,,,,,,,,
,,3249,0.678924560546875,0.6352928280830383,1.3142173290252686,0,,,,,,,,
,,3299,0.6745229363441467,0.5185168385505676,1.1930397748947144,0,,,,,,,,
,,3349,0.348285436630249,0.3740558624267578,0.7223412990570068,0,,,,,,,,
,,3399,0.842521071434021,0.6081125140190125,1.4506335258483887,0,,,,,,,,
,,3449,0.4660322666168213,0.3417986035346985,0.8078308701515198,0,,,,,,,,
,,3499,0.730952262878418,0.7135730981826782,1.4445253610610962,0,,,,,,,,
,,3549,0.572916567325592,0.558672308921814,1.1315889358520508,0,,,,,,,,
,,3599,0.7935097813606262,0.6642313003540039,1.4577410221099854,0,,,,,,,,
,,3649,0.4739706516265869,0.39629927277565,0.8702698945999146,0,,,,,,,,
,,3699,0.6243833303451538,0.47468626499176025,1.099069595336914,0,,,,,,,,
,,3749,0.6358557343482971,0.5920268297195435,1.2278826236724854,0,,,,,,,,
,,3799,0.6953753232955933,0.5992476940155029,1.2946230173110962,0,,,,,,,,
,,3849,0.8300133943557739,0.6709723472595215,1.5009857416152954,0,,,,,,,,
,,3899,1.3152284622192383,0.9965738654136658,2.311802387237549,0,,,,,,,,
,,3949,0.6645373106002808,0.5253177285194397,1.1898550987243652,0,,,,,,,,
,,3999,0.572897732257843,0.5225087404251099,1.0954065322875977,0,,,,,,,,
,,4049,0.6775785088539124,0.6275625824928284,1.3051410913467407,0,,,,,,,,
,,4099,0.5257065296173096,0.4415423274040222,0.9672488570213318,0,,,,,,,,
,,4149,0.5744380950927734,0.5343322157859802,1.1087703704833984,0,,,,,,,,
,,4199,0.9606423377990723,0.6799799799919128,1.6406223773956299,0,,,,,,,,
,,4249,0.18894977867603302,0.18944069743156433,0.37839049100875854,0,,,,,,,,
,,4299,0.197004035115242,0.16438910365104675,0.36139315366744995,0,,,,,,,,
,,4349,0.40481728315353394,0.35599273443222046,0.7608100175857544,0,,,,,,,,
,,4399,1.0934977531433105,1.029210090637207,2.1227078437805176,0,,,,,,,,
,,4449,0.5721260905265808,0.5978061556816101,1.169932246208191,0,,,,,,,,
,,4499,0.4909447133541107,0.37129348516464233,0.8622381687164307,0,,,,,,,,
,,4549,0.7306370139122009,0.654059886932373,1.3846969604492188,0,,,,,,,,
,,4599,0.8917024731636047,0.7845351696014404,1.6762375831604004,0,,,,,,,,
,,4649,0.26459813117980957,0.2749170958995819,0.5395152568817139,0,,,,,,,,
,,4699,0.4436626434326172,0.4283261001110077,0.8719887733459473,0,,,,,,,,
,,4749,0.48986825346946716,0.483577698469162,0.9734459519386292,0,,,,,,,,
,,4799,3.0149409770965576,0.7468815445899963,3.761822462081909,0,,,,,,,,
,,4849,0.3615483343601227,0.36553168296813965,0.7270799875259399,0,,,,,,,,
,,4899,0.4172290563583374,0.38113531470298767,0.7983644008636475,0,,,,,,,,
,,4949,0.5667109489440918,0.5243465304374695,1.091057538986206,0,,,,,,,,
,,4999,0.636305034160614,0.5552641749382019,1.191569209098816,0,,,,,,,,
,,5049,0.5111715793609619,0.45188286900520325,0.9630544185638428,0,,,,,,,,
,,5099,0.4822593331336975,0.4687901437282562,0.9510494470596313,0,,,,,,,,
,,5149,0.3874813914299011,0.43549954891204834,0.8229809403419495,0,,,,,,,,
,,5199,0.29396921396255493,0.29554009437561035,0.5895093083381653,0,,,,,,,,
,,5249,0.18046346306800842,0.18031808733940125,0.36078155040740967,0,,,,,,,,
,,5299,0.19946561753749847,0.19898183643817902,0.3984474539756775,0,,,,,,,,
,,5349,0.435491144657135,0.39785537123680115,0.8333464860916138,0,,,,,,,,
,,5399,0.41943860054016113,0.3981134593486786,0.8175520896911621,0,,,,,,,,
,,5449,0.2872987687587738,0.28148752450942993,0.5687862634658813,0,,,,,,,,
,,5499,0.26795798540115356,0.2758488655090332,0.5438068509101868,0,,,,,,,,
,,5549,0.14562121033668518,0.15102219581604004,0.2966434061527252,0,,,,,,,,
,,5599,0.19537828862667084,0.22273874282836914,0.41811704635620117,0,,,,,,,,
,,5649,1.8745447397232056,0.7522364258766174,2.6267812252044678,0,,,,,,,,
,,5699,0.16316261887550354,0.17024143040180206,0.3334040641784668,0,,,,,,,,
,,5749,0.8831270933151245,0.4889253079891205,1.3720524311065674,0,,,,,,,,
,,5799,0.1744946539402008,0.1774725317955017,0.3519671857357025,0,,,,,,,,
,,5849,1.3114428520202637,0.31754836440086365,1.6289912462234497,0,,,,,,,,
,,5899,0.10687608271837234,0.1226167380809784,0.22949281334877014,0,,,,,,,,
,,5949,0.31313490867614746,0.2904447615146637,0.6035796403884888,0,,,,,,,,
,,5999,0.3045447766780853,0.32538896799087524,0.6299337148666382,0,,,,,,,,
,,6049,0.4405375123023987,0.44359880685806274,0.8841363191604614,0,,,,,,,,
,,6099,0.6282626986503601,0.6024933457374573,1.2307560443878174,0,,,,,,,,
,,6149,0.2514753043651581,0.24247518181800842,0.4939504861831665,0,,,,,,,,
,,6199,0.449314683675766,0.4549098014831543,0.9042245149612427,0,,,,,,,,
,,6249,0.25530898571014404,0.23990710079669952,0.4952160716056824,0,,,,,,,,
,,6299,0.29221728444099426,0.2881127595901489,0.5803300142288208,0,,,,,,,,
,,6349,0.6800237894058228,0.6565288305282593,1.336552619934082,0,,,,,,,,
,,6399,0.43544334173202515,0.4548967480659485,0.8903400897979736,0,,,,,,,,
,,6449,0.3646589517593384,0.37972986698150635,0.7443888187408447,0,,,,,,,,
,,6499,0.09369004517793655,0.09383171051740646,0.18752175569534302,0,,,,,,,,
,,6549,0.28419968485832214,0.2883608341217041,0.5725605487823486,0,,,,,,,,
,,6599,0.3256211578845978,0.2871517241001129,0.6127728819847107,0,,,,,,,,
,,6649,0.32070836424827576,0.3154641389846802,0.6361725330352783,0,,,,,,,,
,,6699,1.0781807899475098,0.4657442271709442,1.5439250469207764,0,,,,,,,,
,,6749,0.4611542820930481,0.45551544427871704,0.9166697263717651,0,,,,,,,,
,,6799,1.794425368309021,0.63636314868927,2.430788516998291,0,,,,,,,,
,,6849,0.2330600768327713,0.22852998971939087,0.461590051651001,0,,,,,,,,
,,6899,0.24325545132160187,0.25645875930786133,0.499714195728302,0,,,,,,,,
,,6949,0.26995527744293213,0.26648250222206116,0.5364377498626709,0,,,,,,,,
,,6999,0.4294956922531128,0.4590693414211273,0.8885650634765625,0,,,,,,,,
,,7049,0.3246372640132904,0.3057235777378082,0.6303608417510986,0,,,,,,,,
,,7099,0.4573919475078583,0.4319761395454407,0.8893680572509766,0,,,,,,,,
,,7149,0.6611418724060059,0.3508010804653168,1.011942982673645,0,,,,,,,,
,,7199,0.4185606837272644,0.47158166766166687,0.8901423215866089,0,,,,,,,,
,,7249,0.4836972951889038,0.4676211476325989,0.9513184428215027,0,,,,,,,,
,,7299,0.48411864042282104,0.4818131923675537,0.9659318327903748,0,,,,,,,,
,,7349,0.2611202299594879,0.2532489597797394,0.5143691897392273,0,,,,,,,,
,,7399,0.4554562270641327,0.48102107644081116,0.9364773035049438,0,,,,,,,,
,,7449,0.35707396268844604,0.3609412908554077,0.7180152535438538,0,,,,,,,,
,,7499,0.32883089780807495,0.33357328176498413,0.6624041795730591,0,,,,,,,,
,,7549,0.3374082148075104,0.3227054476737976,0.6601136922836304,0,,,,,,,,
,,7599,0.20056527853012085,0.20609593391418457,0.4066612124443054,0,,,,,,,,
,,7649,0.2622902989387512,0.2587727904319763,0.5210630893707275,0,,,,,,,,
,,7699,0.14912383258342743,0.14603152871131897,0.2951553463935852,0,,,,,,,,
,,7749,0.8886058330535889,0.7979060411453247,1.6865118741989136,0,,,,,,,,
,,7799,0.13209125399589539,0.1367073506116867,0.2687985897064209,0,,,,,,,,
,,7849,0.2939106523990631,0.295573353767395,0.5894839763641357,0,,,,,,,,
,,7899,0.3045634925365448,0.32096192240715027,0.6255254149436951,0,,,,,,,,
,,7949,0.19288910925388336,0.1901264786720276,0.38301557302474976,0,,,,,,,,
,,7999,0.15166175365447998,0.1384008526802063,0.2900626063346863,0,,,,,,,,
,,8049,0.20656339824199677,0.20615416765213013,0.4127175807952881,0,,,,,,,,
,,8099,0.30202043056488037,0.30504435300827026,0.6070647835731506,0,,,,,,,,
,,8149,0.3744327425956726,0.36336538195610046,0.7377980947494507,0,,,,,,,,
,,8199,0.3069027066230774,0.3011561334133148,0.6080588102340698,0,,,,,,,,
,,8249,0.4835800230503082,0.45796748995780945,0.9415475130081177,0,,,,,,,,
,,8299,0.329317569732666,0.33226343989372253,0.6615810394287109,0,,,,,,,,
,,8349,0.5453954339027405,0.4980922341346741,1.0434876680374146,0,,,,,,,,
,,8399,0.4322676956653595,0.44131165742874146,0.8735793828964233,0,,,,,,,,
,,8449,0.20551376044750214,0.2062593251466751,0.41177308559417725,0,,,,,,,,
,,8499,0.13335750997066498,0.13706345856189728,0.27042096853256226,0,,,,,,,,
,,8549,0.16920152306556702,0.1596340537071228,0.3288355767726898,0,,,,,,,,
,,8599,0.6026331186294556,0.5236714482307434,1.1263046264648438,0,,,,,,,,
,,8649,0.2868506908416748,0.23509983718395233,0.5219505429267883,0,,,,,,,,
,,8699,0.44667088985443115,0.5276346206665039,0.9743055105209351,0,,,,,,,,
,,8749,0.2504849135875702,0.2841825485229492,0.5346674919128418,0,,,,,,,,
,,8799,0.36873292922973633,0.34863150119781494,0.7173644304275513,0,,,,,,,,
,,8849,0.2753821909427643,0.27913615107536316,0.5545183420181274,0,,,,,,,,
,,8899,0.3433035910129547,0.3583920896053314,0.7016956806182861,0,,,,,,,,
,,8949,0.21874794363975525,0.21984761953353882,0.43859556317329407,0,,,,,,,,
,,8999,0.2552115321159363,0.23836518824100494,0.49357670545578003,0,,,,,,,,
,,9049,0.17485705018043518,0.17371679842472076,0.34857386350631714,0,,,,,,,,
,,9099,0.1998721808195114,0.20258022844791412,0.40245240926742554,0,,,,,,,,
,,9149,0.28694045543670654,0.2651084363460541,0.552048921585083,0,,,,,,,,
,,9199,0.24330565333366394,0.2259717434644699,0.46927738189697266,0,,,,,,,,
,,9249,0.3260015845298767,0.31547874212265015,0.6414803266525269,0,,,,,,,,
,,9299,0.22630353271961212,0.24049946665763855,0.46680301427841187,0,,,,,,,,
,,9349,0.27295371890068054,0.2740883529186249,0.5470420718193054,0,,,,,,,,
,,9399,0.5294701457023621,0.5177241563796997,1.047194242477417,0,,,,,,,,
,,9449,0.11059124022722244,0.10705436766147614,0.21764561533927917,0,,,,,,,,
,,9499,0.12854264676570892,0.1348889172077179,0.2634315490722656,0,,,,,,,,
,,9549,0.1846787929534912,0.1723741739988327,0.3570529818534851,0,,,,,,,,
,,9599,0.30175602436065674,0.3111657202243805,0.6129217147827148,0,,,,,,,,
,,9649,0.3343411684036255,0.3107494115829468,0.6450905799865723,0,,,,,,,,
,,9699,0.24763789772987366,0.27101075649261475,0.518648624420166,0,,,,,,,,
,,9749,0.20848265290260315,0.11111245304346085,0.3195950984954834,0,,,,,,,,
,,9799,0.382876455783844,0.39950963854789734,0.782386064529419,0,,,,,,,,
,,9849,0.39128735661506653,0.30716004967689514,0.6984474062919617,0,,,,,,,,
,,9899,0.3130544424057007,0.2908119559288025,0.6038663983345032,0,,,,,,,,
,,9949,0.2479466050863266,0.24488843977451324,0.49283504486083984,0,,,,,,,,
,,9999,0.30565863847732544,0.3051266670227051,0.6107853055000305,0,,,,,,,,
,,10049,0.6953120231628418,0.5809518098831177,1.2762638330459595,0,,,,,,,,
,,10099,0.33133307099342346,0.32100364565849304,0.6523367166519165,0,,,,,,,,
,,10149,0.34824052453041077,0.34606364369392395,0.6943041682243347,0,,,,,,,,
,,10199,0.26869016885757446,0.26988485455513,0.5385750532150269,0,,,,,,,,
,,10249,0.2835233211517334,0.2897314131259918,0.5732547044754028,0,,,,,,,,
,,10299,0.11771611869335175,0.11174064874649048,0.22945676743984222,0,,,,,,,,
,,10349,0.21979303658008575,0.22347255051136017,0.4432655870914459,0,,,,,,,,
,,10399,0.40350544452667236,0.36200621724128723,0.7655116319656372,0,,,,,,,,
,,10449,0.3107704222202301,0.32015734910964966,0.6309278011322021,0,,,,,,,,
,,10499,0.4166957139968872,0.30803000926971436,0.7247257232666016,0,,,,,,,,
,,10549,0.29213637113571167,0.28841695189476013,0.5805532932281494,0,,,,,,,,
,,10599,0.43106207251548767,0.41283735632896423,0.8438994288444519,0,,,,,,,,
,,10649,0.2990354001522064,0.27547743916511536,0.5745128393173218,0,,,,,,,,
,,10699,0.1519632637500763,0.13418741524219513,0.2861506938934326,0,,,,,,,,
,,10749,0.3608379364013672,0.3417533338069916,0.7025913000106812,0,,,,,,,,
,,10799,0.13141396641731262,0.13977494835853577,0.2711889147758484,0,,,,,,,,
,,10849,0.19458767771720886,0.197261780500412,0.39184945821762085,0,,,,,,,,
,,10899,0.21297937631607056,0.2333201766014099,0.44629955291748047,0,,,,,,,,
,,10949,0.5437681674957275,0.4338977336883545,0.977665901184082,0,,,,,,,,
,,10999,0.23051826655864716,0.23525288701057434,0.4657711386680603,0,,,,,,,,
,,11049,0.19523094594478607,0.20094473659992218,0.39617568254470825,0,,,,,,,,
,,11099,0.22032985091209412,0.20750631392002106,0.42783617973327637,0,,,,,,,,
,,11149,0.14316365122795105,0.15057528018951416,0.2937389314174652,0,,,,,,,,
,,11199,0.34648266434669495,0.3528954088687897,0.6993780732154846,0,,,,,,,,
,,11249,0.25901785492897034,0.25551658868789673,0.5145344734191895,0,,,,,,,,
,,11299,0.08861412107944489,0.0906769409775734,0.17929106950759888,0,,,,,,,,
,,11349,0.1668969690799713,0.1878582239151001,0.3547551929950714,0,,,,,,,,
,,11399,0.1282026767730713,0.11991001665592194,0.24811269342899323,0,,,,,,,,
,,11449,0.07019603997468948,0.07269012182950974,0.14288616180419922,0,,,,,,,,
,,11499,0.2715727984905243,0.2791728377342224,0.5507456064224243,0,,,,,,,,
,,11549,0.11016231775283813,0.11317750066518784,0.22333982586860657,0,,,,,,,,
,,11599,0.27917760610580444,0.2814330458641052,0.5606106519699097,0,,,,,,,,
,,11649,0.21668431162834167,0.21590007841587067,0.43258440494537354,0,,,,,,,,
,,11699,0.515763521194458,0.47175130248069763,0.987514853477478,0,,,,,,,,
,,11749,0.34423673152923584,0.3129430413246155,0.6571797728538513,0,,,,,,,,
,,11799,0.07750105857849121,0.07812801003456116,0.15562906861305237,0,,,,,,,,
,,11849,0.26551419496536255,0.2581011652946472,0.5236153602600098,0,,,,,,,,
,,11899,0.18655435740947723,0.19123618304729462,0.37779054045677185,0,,,,,,,,
,,11949,0.17359139025211334,0.18696114420890808,0.3605525493621826,0,,,,,,,,
,,11999,0.39751800894737244,0.39440611004829407,0.7919241189956665,0,,,,,,,,
,,12049,0.3351254165172577,0.3312351107597351,0.6663604974746704,0,,,,,,,,
,,12099,0.21129827201366425,0.19943206012248993,0.4107303321361542,0,,,,,,,,
,,12149,0.1375504583120346,0.1353902667760849,0.2729407250881195,0,,,,,,,,
,,12199,0.15493565797805786,0.13854527473449707,0.29348093271255493,0,,,,,,,,
,,12249,0.2549590766429901,0.2490108758211136,0.5039699673652649,0,,,,,,,,
,,12299,0.4350638687610626,0.3903942406177521,0.8254581093788147,0,,,,,,,,
,,12349,0.2159021645784378,0.21415425837039948,0.4300564229488373,0,,,,,,,,
,,12399,0.1733863800764084,0.17435191571712494,0.3477382957935333,0,,,,,,,,
,,12449,0.28784605860710144,0.2864573895931244,0.5743034482002258,0,,,,,,,,
,,12499,0.21562586724758148,0.20092834532260895,0.41655421257019043,0,,,,,,,,
,,12549,0.20118460059165955,0.2026560753583908,0.40384066104888916,0,,,,,,,,
,,12599,0.2820865213871002,0.26297780871391296,0.5450643301010132,0,,,,,,,,
,,12649,0.2771332561969757,0.29597926139831543,0.5731124877929688,0,,,,,,,,
,,12699,0.28175559639930725,0.2812691926956177,0.5630247592926025,0,,,,,,,,
,,12749,0.2890241742134094,0.2790212333202362,0.5680453777313232,0,,,,,,,,
,,12799,0.30054163932800293,0.25858134031295776,0.5591229796409607,0,,,,,,,,
,,12849,0.15020281076431274,0.1409042626619339,0.29110705852508545,0,,,,,,,,
,,12899,0.16502627730369568,0.1469842791557312,0.3120105564594269,0,,,,,,,,
,,12949,0.50215083360672,0.47102871537208557,0.9731795787811279,0,,,,,,,,
,,12999,0.1464191973209381,0.13429297506809235,0.28071218729019165,0,,,,,,,,
,,13049,0.11356927454471588,0.120122529566288,0.23369181156158447,0,,,,,,,,
,,13099,0.43497931957244873,0.29753077030181885,0.7325100898742676,0,,,,,,,,
,,13149,0.28640925884246826,0.2866274118423462,0.5730366706848145,0,,,,,,,,
,,13199,0.28785544633865356,0.2801363170146942,0.5679917335510254,0,,,,,,,,
,,13249,0.40239545702934265,0.39539283514022827,0.7977882623672485,0,,,,,,,,
,,13299,0.1613718867301941,0.14437246322631836,0.30574434995651245,0,,,,,,,,
,,13349,0.2526746988296509,0.22956262528896332,0.4822373390197754,0,,,,,,,,
,,13399,0.4790741801261902,0.43552955985069275,0.9146037101745605,0,,,,,,,,
,,13449,0.10238460451364517,0.10432266443967819,0.20670726895332336,0,,,,,,,,
,,13499,0.192299947142601,0.18208596110343933,0.37438589334487915,0,,,,,,,,
,,13549,0.2193172127008438,0.2186683714389801,0.4379855990409851,0,,,,,,,,
,,13599,0.2868081331253052,0.23853641748428345,0.5253445506095886,0,,,,,,,,
,,13649,0.20174819231033325,0.18443644046783447,0.3861846327781677,0,,,,,,,,
,,13699,0.34561848640441895,0.33666032552719116,0.6822788119316101,0,,,,,,,,
,,13749,0.892104983329773,1.3707362413406372,2.26284122467041,0,,,,,,,,
,,13799,0.2240484207868576,0.25220727920532227,0.47625571489334106,0,,,,,,,,
,,13849,0.3009287714958191,0.28100451827049255,0.5819332599639893,0,,,,,,,,
,,13899,0.24586638808250427,0.2438899278640747,0.489756315946579,0,,,,,,,,
,,13949,0.25067248940467834,0.2442537248134613,0.49492621421813965,0,,,,,,,,
,,13999,0.24548129737377167,0.24282097816467285,0.4883022904396057,0,,,,,,,,
,,14049,0.2547731101512909,0.28575316071510315,0.540526270866394,0,,,,,,,,
,,14099,0.2145857810974121,0.2202472984790802,0.4348330795764923,0,,,,,,,,
,,14149,0.3384533226490021,0.33052828907966614,0.6689816117286682,0,,,,,,,,
,,14199,0.27118274569511414,0.22322875261306763,0.49441149830818176,0,,,,,,,,
,,14249,0.21267792582511902,0.20933020114898682,0.42200812697410583,0,,,,,,,,
,,14299,0.2545645236968994,0.21013419330120087,0.4646987318992615,0,,,,,,,,
,,14349,0.5473095774650574,0.425886332988739,0.9731959104537964,0,,,,,,,,
,,14399,0.29431164264678955,0.26774221658706665,0.5620538592338562,0,,,,,,,,
,,14449,0.08250511437654495,0.0829840898513794,0.16548919677734375,0,,,,,,,,
,,14499,0.15957124531269073,0.15630380809307098,0.3158750534057617,0,,,,,,,,
,,14549,0.23396621644496918,0.2310159057378769,0.46498212218284607,0,,,,,,,,
,,14599,0.1095225140452385,0.09191082417964935,0.20143333077430725,0,,,,,,,,
,,14649,0.33654889464378357,0.33612021803855896,0.6726691126823425,0,,,,,,,,
,,14699,0.12047463655471802,0.11514919251203537,0.23562383651733398,0,,,,,,,,
,,14749,0.4665730893611908,0.43272754549980164,0.8993006348609924,0,,,,,,,,
,,14799,0.28356704115867615,0.2727912366390228,0.556358277797699,0,,,,,,,,
,,14849,0.17488794028759003,0.18266095221042633,0.35754889249801636,0,,,,,,,,
,,14899,0.1857583373785019,0.15518757700920105,0.34094589948654175,0,,,,,,,,
,,14949,0.244883194565773,0.22967815399169922,0.47456133365631104,0,,,,,,,,
,,14999,0.4183062016963959,0.383883535861969,0.8021897077560425,0,,,,,,,,
,,15049,0.13327692449092865,0.13639333844184875,0.2696702480316162,0,,,,,,,,
,,15099,0.2513185441493988,0.2303953766822815,0.4817139208316803,0,,,,,,,,
,,15149,0.0986459031701088,0.09503044188022614,0.19367635250091553,0,,,,,,,,
,,15199,0.3183048963546753,0.3541776239871979,0.6724824905395508,0,,,,,,,,
,,15249,0.2769921123981476,0.24673175811767578,0.523723840713501,0,,,,,,,,
,,15299,0.1464051455259323,0.13746969401836395,0.28387483954429626,0,,,,,,,,
,,15349,0.11943501234054565,0.1226968765258789,0.24213188886642456,0,,,,,,,,
,,15399,0.24436049163341522,0.2219180166721344,0.4662784934043884,0,,,,,,,,
,,15449,0.29779836535453796,0.270840585231781,0.5686389207839966,0,,,,,,,,
,,15499,0.14466413855552673,0.1422709971666336,0.28693515062332153,0,,,,,,,,
,,15549,0.4133976101875305,0.4152161777019501,0.8286137580871582,0,,,,,,,,
,,15599,0.33034414052963257,0.28008654713630676,0.6104307174682617,0,,,,,,,,
,,15649,0.3381810784339905,0.3016414940357208,0.6398226022720337,0,,,,,,,,
,,15699,0.24718788266181946,0.24931830167770386,0.4965061843395233,0,,,,,,,,
,,15749,0.1296180933713913,0.12591657042503357,0.25553464889526367,0,,,,,,,,
,,15799,0.3823716640472412,0.35674089193344116,0.7391125559806824,0,,,,,,,,
,,15849,0.19768518209457397,0.18209031224250793,0.3797754943370819,0,,,,,,,,
,,15899,0.3259503245353699,0.2942248284816742,0.6201751232147217,0,,,,,,,,
,,15949,0.2191261649131775,0.20994196832180023,0.4290681481361389,0,,,,,,,,
,,15999,0.2595401108264923,0.26350337266921997,0.5230435132980347,0,,,,,,,,
,,16049,0.2958516776561737,0.25506383180618286,0.5509154796600342,0,,,,,,,,
,,16099,0.3606114685535431,0.34207284450531006,0.7026842832565308,0,,,,,,,,
,,16149,0.42953771352767944,0.4133608639240265,0.8428986072540283,0,,,,,,,,
,,16199,0.2097935676574707,0.20670214295387268,0.4164957106113434,0,,,,,,,,
,,16249,0.2382958084344864,0.22941896319389343,0.467714786529541,0,,,,,,,,
,,16299,0.16270220279693604,0.1659330427646637,0.32863524556159973,0,,,,,,,,
,,16349,0.3115948438644409,0.3023943305015564,0.6139891743659973,0,,,,,,,,
,,16399,0.20847277343273163,0.1988767683506012,0.40734952688217163,0,,,,,,,,
